0.86,0.0947,0.0795566,0.0447337,0.0165749
0.88,0.0896,0.0829044,0.0463918,0.0175193
0.9,0.0871,0.0843029,0.0480779,0.0184977
0.92,0.0745,0.0810353,0.0496986,0.0195079
0.94,0.0645,0.0755236,0.0512091,0.0205472
0.96,0.0494,0.0668157,0.0525454,0.0216115
0.98,0.0369,0.0568438,0.0536822,0.0226965
1,0.0043,0.0393291,0.0544688,0.0237937
1.02,-0.0058,0.024286,0.0549546,0.0248977
1.04,-0.0058,0.0142573,0.0552397,0.0260053
1.06,-0.0058,0.00757153,0.0553911,0.0271147
1.08,-0.0009,0.0047477,0.0554861,0.0282253
1.1,0.0315,0.0136651,0.0557594,0.0293433
1.12,0.0615,0.0296101,0.0563516,0.0304762
1.14,0.0839,0.0477067,0.0573057,0.0316319
1.16,0.0714,0.0556045,0.0584178,0.0328113
1.18,0.0338,0.0483363,0.0593845,0.0340087
1.2,-0.0262,0.0234909,0.0598544,0.0352105
1.22,-0.0862,-0.0130728,0.0595929,0.0363997
1.24,-0.0688,-0.0316485,0.0589599,0.0375726
1.26,-0.0439,-0.0357323,0.0582453,0.0387304
1.28,-0.0164,-0.0292882,0.0576595,0.0398777
1.3,0.0236,-0.0116588,0.0574263,0.0410239
1.32,0.051,0.00922748,0.0576109,0.042178
1.34,0.0384,0.0189516,0.0579899,0.0433415
1.36,0.0134,0.0171011,0.0583319,0.0445116
1.38,-0.0266,0.002534,0.0583826,0.0456798
1.4,-0.0792,-0.0247107,0.0578884,0.0468326
1.42,-0.0392,-0.0295404,0.0572976,0.0479726
1.44,0.0007,-0.0194603,0.0569084,0.0491069
1.46,0.0507,0.00392652,0.0569869,0.0502474
1.48,0.0306,0.0128177,0.0572433,0.0513949
1.5,0.0031,0.00957847,0.0574349,0.0525455
1.52,-0.0244,-0.00174772,0.0573999,0.0536931
1.54,-0.042,-0.0151652,0.0570966,0.054832
1.56,-0.0345,-0.0216101,0.0566644,0.055961
1.58,-0.0395,-0.0275734,0.0561129,0.0570777
1.6,-0.0171,-0.0240823,0.0556313,0.0581855
1.62,-0.0196,-0.0225882,0.0551795,0.0592846
1.64,0.0054,-0.0132588,0.0549143,0.0603802
1.66,0.0278,0.000427477,0.0549229,0.0614788
1.68,0.0528,0.017885,0.0552806,0.062588
1.7,0.1,0.0452567,0.0561857,0.0637207
1.72,0.128,0.0728378,0.0576425,0.0648881
1.74,0.15,0.0985586,0.0596136,0.0661001
1.76,0.18,0.125706,0.0621278,0.0673678
1.78,0.163,0.138137,0.0648905,0.0686933
1.8,0.168,0.148091,0.0678523,0.0700799
1.82,0.13,0.142061,0.0706936,0.0715222
1.84,0.103,0.129041,0.0732744,0.0730135
1.86,0.0675,0.108527,0.0754449,0.0745441
1.88,0.0349,0.0839848,0.0771246,0.0761034
1.9,-0.0051,0.0542899,0.0782104,0.0776785
1.92,-0.0551,0.0178266,0.0785669,0.0792534
1.94,-0.115,-0.0264489,0.078038,0.0808088
1.96,-0.0952,-0.0493661,0.0770506,0.08234
1.98,-0.0502,-0.0496441,0.0760578,0.0838512
2,-0.0052,-0.0348295,0.0753612,0.0853515
2.02,0.0172,-0.0174863,0.0750114,0.0868482
2.04,0.0222,-0.00425751,0.0749263,0.0883459
2.06,-0.0053,-0.00460496,0.0748342,0.0898416
2.08,-0.0426,-0.0172699,0.0744888,0.091328
2.1,-0.0578,-0.03078,0.0738732,0.0927993
2.12,-0.0379,-0.0331533,0.0732101,0.0942568
2.14,0.0046,-0.0205689,0.0727988,0.0957087
2.16,0.0396,-0.000512724,0.0727885,0.0971644
2.18,0.0696,0.0228581,0.0732457,0.0986338
2.2,0.0845,0.0434055,0.0741138,0.100125
2.22,0.072,0.052937,0.0751725,0.101639
2.24,0.0445,0.0501247,0.076175,0.103172
2.26,0.022,0.0407498,0.07699,0.10472
2.28,-0.0055,0.0253332,0.0774967,0.106275
2.3,-0.043,0.00255555,0.0775478,0.107827
2.32,-0.0455,-0.013463,0.0772785,0.10937
2.34,-0.0556,-0.0275087,0.0767284,0.110899
2.36,-0.0706,-0.0418724,0.0758909,0.112408
2.38,-0.0606,-0.048115,0.0749286,0.113897
2.4,-0.0381,-0.0447766,0.0740331,0.115369
2.42,-0.0081,-0.0325511,0.073382,0.11683
2.44,0.0094,-0.0185673,0.0730107,0.118286
2.46,0.0468,0.00322176,0.0730751,0.119749
2.48,0.0368,0.0144145,0.0733634,0.121219
2.5,0.0468,0.0252097,0.0738676,0.122701
2.52,0.0618,0.0374064,0.0746158,0.124201
2.54,0.0743,0.0497043,0.0756098,0.125723
2.56,0.0868,0.0620695,0.0768512,0.127273
2.58,0.0868,0.070313,0.0782575,0.128852
2.6,0.0893,0.076642,0.0797903,0.130463
2.62,0.0718,0.0750281,0.0812909,0.132104
2.64,0.0418,0.0639521,0.0825699,0.133768
2.66,-0.0032,0.041568,0.0834013,0.135444
2.68,-0.0257,0.0191454,0.0837842,0.137124
2.7,-0.0132,0.00836365,0.0839515,0.138804
2.72,0.0218,0.0128424,0.0842083,0.140491
2.74,0.0418,0.0224949,0.0846582,0.142189
2.76,0.0818,0.0422633,0.0855035,0.143907
2.78,0.0718,0.0521089,0.0865457,0.145649
2.8,0.0093,0.0378391,0.0873025,0.147402
2.82,-0.0657,0.00332606,0.087369,0.14915
2.84,-0.0907,-0.0280159,0.0868087,0.150881
2.86,-0.113,-0.0563439,0.0856818,0.152583
2.88,-0.113,-0.0752293,0.0841772,0.154252
2.9,-0.103,-0.0844862,0.0824875,0.155885
2.92,-0.0857,-0.0848908,0.0807896,0.157483
2.94,-0.0557,-0.0751606,0.0792864,0.159054
2.96,-0.0357,-0.062007,0.0780463,0.160603
2.98,-0.0232,-0.0490713,0.0770649,0.162134
3,-0.0256,-0.0412474,0.0762399,0.163651
3.02,0.0019,-0.0268649,0.0757026,0.165159
3.04,0.0169,-0.0122766,0.0754571,0.166666
3.06,0.0319,0.00244901,0.0755061,0.168177
3.08,0.0244,0.00976597,0.0757014,0.169693
3.1,0.0219,0.0138106,0.0759776,0.171215
3.12,0.0119,0.0131737,0.0762411,0.172742
3.14,-0.0105,0.00528246,0.0763467,0.17427
3.16,-0.0155,-0.00164496,0.0763138,0.175796
3.18,-0.0405,-0.0145966,0.0760219,0.177314
3.2,-0.088,-0.0390644,0.0752406,0.178811
3.22,-0.078,-0.0520429,0.0741997,0.180285
3.24,-0.0579,-0.0539952,0.0731198,0.181736
3.26,-0.0054,-0.0377969,0.0723639,0.183176
3.28,0.0346,-0.0136646,0.0720906,0.184615
3.3,0.0896,0.0207569,0.0725057,0.186069
3.32,0.14,0.0605047,0.0737158,0.187556
3.34,0.172,0.0976698,0.0756692,0.189088
3.36,0.16,0.118447,0.0780382,0.190673
3.38,0.147,0.127964,0.0805975,0.19231
3.4,0.0998,0.118576,0.082969,0.193994
3.42,0.0548,0.0973175,0.0849153,0.195711
3.44,0.0098,0.068145,0.0862782,0.197451
3.46,-0.0101,0.0420634,0.0871195,0.199201
3.48,0.0049,0.0296755,0.087713,0.200962
3.5,0.0125,0.0239503,0.088192,0.20273
3.52,0.0225,0.0234668,0.0886614,0.204508
3.54,0.045,0.0306446,0.0892742,0.2063
3.56,0.0701,0.0437964,0.0901502,0.208111
3.58,0.0951,0.0608976,0.0913681,0.209951
3.6,0.0851,0.0689651,0.0927474,0.21182
3.62,0.0702,0.0693767,0.094135,0.213716
3.64,0.0477,0.0621511,0.095378,0.215636
3.66,0.0203,0.0482007,0.096342,0.217573
3.68,0.0353,0.0439004,0.09722,0.219526
3.7,0.0404,0.0427337,0.0980747,0.221496
3.72,0.0454,0.0436225,0.0989471,0.223484
3.74,0.018,0.0350817,0.0996488,0.225484
3.76,-0.0245,0.015221,0.0999532,0.227486
3.78,-0.0894,-0.0196526,0.0995601,0.229473
3.8,-0.147,-0.0621017,0.0983181,0.231427
3.82,-0.189,-0.104401,0.0962301,0.233331
3.84,-0.172,-0.126934,0.0936914,0.235179
3.86,-0.157,-0.136956,0.0909523,0.236971
3.88,-0.137,-0.136971,0.0882129,0.238708
3.9,-0.144,-0.139314,0.0854266,0.240388
3.92,-0.154,-0.144209,0.0825424,0.24201
3.94,-0.159,-0.149139,0.0795596,0.243572
3.96,-0.134,-0.144093,0.0766777,0.245076
3.98,-0.0714,-0.119862,0.0742805,0.246538
4,-0.0288,-0.0895079,0.0724903,0.24797
4.02,-0.0262,-0.0684053,0.0711222,0.249379
4.04,-0.0362,-0.0576702,0.0699688,0.250767
4.06,-0.0636,-0.0596469,0.0687759,0.25213
4.08,-0.104,-0.0744313,0.0672873,0.253461
4.1,-0.113,-0.0872875,0.0655415,0.254754
4.12,-0.0734,-0.0826583,0.0638884,0.256016
4.14,-0.106,-0.0904389,0.0620796,0.257239
4.16,-0.111,-0.0972926,0.0601337,0.258422
4.18,-0.156,-0.116862,0.0577965,0.259555
4.2,-0.186,-0.139908,0.0549983,0.260627
4.22,-0.221,-0.166939,0.0516596,0.261627
4.24,-0.183,-0.172292,0.0482137,0.262557
4.26,-0.108,-0.150862,0.0451965,0.26343
4.28,-0.0353,-0.112341,0.0429497,0.264267
4.3,0.0198,-0.0682941,0.0415838,0.265085
4.32,0.0824,-0.0180627,0.0412225,0.265906
4.34,0.115,0.0262915,0.0417484,0.266746
4.36,0.135,0.0625277,0.0429989,0.267618
4.38,0.115,0.0800185,0.0445993,0.268526
4.4,0.0627,0.0742457,0.0460842,0.269463
4.42,0.0178,0.0554305,0.0471928,0.270418
4.44,0.0054,0.0387536,0.0479679,0.271385
4.46,0.0155,0.0310024,0.0485879,0.272363
4.48,0.0156,0.0258683,0.0491053,0.27335
4.5,0.0257,0.0258122,0.0496215,0.274348
4.52,0.0558,0.0358082,0.0503377,0.275362
4.54,0.0858,0.0524721,0.0513871,0.2764
4.56,0.148,0.0843147,0.0530734,0.277478
4.58,0.219,0.12921,0.0556576,0.278617
4.6,0.246,0.16814,0.0590204,0.279831
4.62,0.244,0.193427,0.062889,0.281128
4.64,0.231,0.205951,0.067008,0.282509
4.66,0.186,0.199301,0.070994,0.283969
4.68,0.129,0.175867,0.0745113,0.285494
4.7,0.0842,0.145312,0.0774176,0.287072
4.72,0.0068,0.099141,0.0794004,0.288679
4.74,-0.0956,0.0342273,0.0800849,0.290288
4.76,-0.181,-0.037515,0.0793346,0.291867
4.78,-0.21,-0.0950099,0.0774344,0.293397
4.8,-0.21,-0.13334,0.0747676,0.294866
4.82,-0.16,-0.142227,0.0719231,0.296276
4.84,-0.0725,-0.118984,0.0695434,0.297643
4.86,0.0151,-0.0742896,0.0680576,0.298989
4.88,-0.0348,-0.0611264,0.0668351,0.300313
4.9,-0.112,-0.0780843,0.0652734,0.301603
4.92,-0.16,-0.105389,0.0631656,0.302846
4.94,-0.169,-0.126593,0.0606338,0.304033
4.96,-0.154,-0.135729,0.0579192,0.305164
4.98,-0.134,-0.135152,0.0552161,0.306241
5,-0.0841,-0.118135,0.0528534,0.307275
5.02,-0.0239,-0.0867233,0.051119,0.30828
5.04,-0.0213,-0.0649155,0.0498207,0.309263
5.06,-0.0587,-0.0628437,0.0485638,0.310222
5.08,-0.0785,-0.0680625,0.0472025,0.311152
5.1,-0.118,-0.0847083,0.0455084,0.312046
5.12,-0.128,-0.0991389,0.0435256,0.312896
5.14,-0.108,-0.102093,0.0414837,0.313706
5.16,-0.053,-0.0857284,0.0397692,0.314484
5.18,0.0321,-0.0464523,0.0388401,0.315251
5.2,0.0948,0.000631871,0.0388528,0.316029
5.22,0.14,0.0470879,0.0397945,0.316834
5.24,0.2,0.0980586,0.0417557,0.317689
5.26,0.255,0.150372,0.0447631,0.318614
5.28,0.303,0.201248,0.0487881,0.31963
5.3,0.278,0.226832,0.0533248,0.320742
5.32,0.213,0.222221,0.0577692,0.321942
5.34,0.191,0.211814,0.0620055,0.323224
5.36,0.261,0.22821,0.0665697,0.324601
5.38,0.384,0.28014,0.0721725,0.326101
5.4,0.479,0.346427,0.079101,0.327752
5.42,0.521,0.404618,0.0871933,0.329577
5.44,0.542,0.450412,0.0962016,0.331591
5.46,0.00574,0.302188,0.102245,0.333696
5.48,0.562,0.388792,0.110021,0.335974
5.5,0.432,0.403195,0.118085,0.338417
5.52,0.27,0.358796,0.125261,0.340994
5.54,0.125,0.280864,0.130878,0.343667
5.56,0.0675,0.209743,0.135073,0.346411
5.58,-0.0048,0.138229,0.137838,0.349195
5.6,-0.0047,0.0905859,0.139649,0.352006
5.62,0.053,0.0780573,0.141211,0.354846
5.64,0.141,0.0990381,0.143191,0.35773
5.66,0.233,0.143692,0.146065,0.36068
5.68,0.281,0.189461,0.149854,0.363715
5.7,0.349,0.242641,0.154707,0.366858
5.72,0.486,0.323761,0.161182,0.370146
5.74,0.569,0.405507,0.169293,0.373613
5.76,0.622,0.477671,0.178846,0.377285
5.78,0.652,0.535781,0.189562,0.381184
5.8,0.692,0.587854,0.201319,0.385328
5.82,0.667,0.614236,0.213603,0.389723
5.84,0.522,0.583491,0.225273,0.394345
5.86,0.17,0.445661,0.234186,0.399118
5.88,-0.175,0.238774,0.238962,0.403945
5.9,-0.439,0.012849,0.239219,0.408732
5.92,-0.624,-0.199434,0.23523,0.413396
5.94,-0.787,-0.39529,0.227324,0.417864
5.96,-1.01,-0.600193,0.215321,0.42205
5.98,-1.15,-0.783462,0.199651,0.425886
6,-1.26,-0.942308,0.180805,0.429314
6.02,-1.34,-1.07487,0.159308,0.432285
6.04,-1.42,-1.18991,0.135509,0.434757
6.06,-1.48,-1.28661,0.109777,0.436696
6.08,-1.62,-1.39774,0.0818225,0.438053
6.1,-1.78,-1.52516,0.0513193,0.438774
6.12,-1.9,-1.65011,0.0183171,0.43881
6.14,-1.95,-1.75007,-0.0166843,0.438127
6.16,-1.91,-1.80338,-0.0527519,0.436711
6.18,-1.87,-1.82559,-0.0892636,0.43456
6.2,-1.8,-1.81706,-0.125605,0.431685
6.22,-1.69,-1.77471,-0.161099,0.428108
6.24,-1.63,-1.72647,-0.195628,0.42385
6.26,-1.62,-1.69098,-0.229448,0.418923
6.28,-1.69,-1.69065,-0.263261,0.41332
6.3,-1.77,-1.7171,-0.297603,0.407024
6.32,-1.81,-1.74807,-0.332564,0.400023
6.34,-1.84,-1.77871,-0.368139,0.392305
6.36,-1.82,-1.79247,-0.403988,0.383867
6.38,-1.77,-1.78498,-0.439688,0.374716
6.4,-1.72,-1.76332,-0.474954,0.364864
6.42,-1.69,-1.73888,-0.509732,0.354322
6.44,-1.69,-1.72259,-0.544184,0.343093
6.46,-1.69,-1.71173,-0.578418,0.331183
6.48,-1.45,-1.62448,-0.610908,0.31864
6.5,-1.1,-1.44966,-0.639901,0.305552
6.52,-0.653,-1.1841,-0.663583,0.292043
6.54,-0.12,-0.829402,-0.680171,0.278274
6.56,0.325,-0.444601,-0.689063,0.264404
6.58,0.65,-0.0797341,-0.690658,0.250575
6.6,1.01,0.28351,-0.684987,0.236932
6.62,1.23,0.599008,-0.673007,0.223591
6.64,1.36,0.852671,-0.655954,0.210643
6.66,1.43,1.04511,-0.635052,0.198151
6.68,1.47,1.18674,-0.611317,0.186162
6.7,1.49,1.28783,-0.58556,0.174708
6.72,1.5,1.35855,-0.558389,0.163812
6.74,1.51,1.40903,-0.530208,0.15349
6.76,1.56,1.45936,-0.501021,0.143761
6.78,1.61,1.50957,-0.47083,0.134646
6.8,1.66,1.55971,-0.439636,0.126166
6.82,1.72,1.61314,-0.407373,0.118341
6.84,1.75,1.65876,-0.374198,0.111189
6.86,1.77,1.69584,-0.340281,0.104722
6.88,1.78,1.72389,-0.305803,0.0989509
6.9,1.76,1.73593,-0.271084,0.0938764
6.92,1.69,1.72062,-0.236672,0.0894871
6.94,1.6,1.68041,-0.203064,0.0857619
6.96,1.48,1.61361,-0.170791,0.0826688
6.98,1.34,1.52241,-0.140343,0.0801664
7,1.24,1.42827,-0.111778,0.0782165
7.02,1.17,1.34218,-0.0849343,0.0767862
7.04,1.17,1.28479,-0.0592386,0.0758584
7.06,1.18,1.24986,-0.0342414,0.0754236
7.08,1.21,1.23657,-0.00950997,0.0754807
7.1,1.24,1.23771,0.0152443,0.0760331
7.12,1.29,1.25514,0.0403472,0.0770911
7.14,1.33,1.2801,0.0659491,0.0786661
7.16,1.37,1.31006,0.0921504,0.0807711
7.18,1.37,1.33004,0.118751,0.0834121
7.2,1.34,1.33336,0.145418,0.0865872
7.22,1.2,1.28891,0.171197,0.0902689
7.24,1.11,1.22927,0.195782,0.0944304
7.26,1.02,1.15951,0.218972,0.0990417
7.28,0.852,1.05701,0.240113,0.104055
7.3,0.582,0.898673,0.258086,0.109397
7.32,0.2,0.665782,0.271402,0.114958
7.34,-0.14,0.397188,0.279345,0.120624
7.36,-0.482,0.104125,0.281428,0.126274
7.38,-0.704,-0.165249,0.278123,0.131803
7.4,-0.791,-0.373833,0.270646,0.137141
7.42,-0.771,-0.506222,0.260522,0.142251
7.44,-0.713,-0.575148,0.249019,0.147116
7.46,-0.631,-0.593765,0.237144,0.15174
7.48,-0.555,-0.580844,0.225527,0.156134
7.5,-0.532,-0.564562,0.214235,0.160306
7.52,-0.527,-0.552041,0.203195,0.16426
7.54,-0.512,-0.538694,0.192421,0.168
7.56,-0.494,-0.523796,0.181945,0.171534
7.58,-0.461,-0.502864,0.171888,0.174872
7.6,-0.371,-0.45891,0.162709,0.178034
7.62,-0.271,-0.396273,0.154784,0.18105
7.64,-0.19,-0.327515,0.148234,0.18395
7.66,-0.0651,-0.240044,0.143433,0.18677
7.68,0.0227,-0.152462,0.140383,0.189547
7.7,0.088,-0.0723081,0.138937,0.192312
7.72,0.111,-0.0112054,0.138713,0.195084
7.74,0.0736,0.0170631,0.139054,0.197868
7.76,-0.0311,0.00100856,0.139075,0.20065
7.78,-0.211,-0.0696609,0.137681,0.20339
7.8,-0.438,-0.192441,0.133833,0.206028
7.82,-0.685,-0.356627,0.1267,0.20849
7.84,-0.785,-0.499418,0.116712,0.210725
7.86,-0.787,-0.595279,0.104806,0.212702
7.88,-0.787,-0.659186,0.0916224,0.214402
7.9,-0.771,-0.696457,0.0776932,0.215817
7.92,-0.741,-0.711305,0.0634671,0.216944
7.94,-0.746,-0.72287,0.0490097,0.21778
7.96,-0.803,-0.74958,0.0340182,0.21831
7.98,-0.853,-0.784053,0.0183371,0.21852
8,-0.88,-0.816036,0.00201637,0.218397
8.02,-0.879,-0.837024,-0.0147241,0.217935
8.04,-0.902,-0.858683,-0.0318977,0.217126
8.06,-0.884,-0.867122,-0.0492402,0.215967
8.08,-0.826,-0.853414,-0.0663085,0.214471
8.1,-0.718,-0.808276,-0.082474,0.212659
8.12,-0.498,-0.704851,-0.096571,0.210587
8.14,-0.213,-0.540901,-0.107389,0.208331
8.16,-0.0723,-0.3847,-0.115083,0.205953
8.18,0.111,-0.219467,-0.119472,0.203519
8.2,0.188,-0.0836446,-0.121145,0.20108
8.22,0.256,0.0295704,-0.120554,0.198674
8.24,0.279,0.112714,-0.1183,0.196331
8.26,0.259,0.161476,-0.11507,0.194062
8.28,0.202,0.174984,-0.11157,0.191865
8.3,0.13,0.159989,-0.108371,0.18973
8.32,0.148,0.155993,-0.105251,0.187656
8.34,0.158,0.156662,-0.102118,0.185645
8.36,0.114,0.142441,-0.0992687,0.183688
8.38,0.0913,0.125394,-0.0967608,0.181778
8.4,0.104,0.118263,-0.0943956,0.179914
8.42,0.0395,0.0920086,-0.0925554,0.178081
8.44,-0.19,-0.00199427,-0.0925953,0.176229
8.46,-0.287,-0.0969962,-0.0945352,0.174319
8.48,-0.289,-0.160997,-0.0977551,0.172331
8.5,-0.232,-0.184665,-0.101448,0.170266
8.52,-0.0413,-0.136877,-0.104186,0.168155
8.54,0.132,-0.0472511,-0.105131,0.166042
8.56,0.259,0.0548327,-0.104034,0.163973
8.58,0.322,0.143888,-0.101157,0.161978
8.6,0.388,0.225259,-0.0966514,0.16009
8.62,0.435,0.295173,-0.0907479,0.158334
8.64,0.433,0.341115,-0.0839256,0.156724
8.66,0.414,0.36541,-0.0766174,0.155265
8.68,0.326,0.352273,-0.069572,0.153944
8.7,0.267,0.323849,-0.063095,0.152747
8.72,0.282,0.309899,-0.056897,0.151671
8.74,0.295,0.304933,-0.0507983,0.150716
8.76,0.305,0.304955,-0.0446992,0.149883
8.78,0.318,0.309303,-0.0385132,0.149174
8.8,0.321,0.313202,-0.0322491,0.148592
8.82,0.306,0.310802,-0.0260331,0.148134
8.84,0.284,0.301868,-0.0199957,0.147794
8.86,0.27,0.291245,-0.0141708,0.147569
8.88,0.315,0.299163,-0.00818757,0.147465
8.9,0.4,0.332776,-0.00153206,0.147501
8.92,0.548,0.404517,0.00655829,0.147713
8.94,0.616,0.475011,0.0160585,0.148129
8.96,0.599,0.516341,0.0263853,0.14876
8.98,0.379,0.470561,0.0357965,0.14957
9,0.052,0.33104,0.0424174,0.150485
9.02,-0.305,0.119027,0.0447979,0.151404
9.04,-0.477,-0.0796487,0.0432049,0.152253
9.06,-0.517,-0.225432,0.0386963,0.152981
9.08,-0.467,-0.305955,0.0325772,0.153572
9.1,-0.374,-0.328637,0.0260044,0.154026
9.12,-0.328,-0.328424,0.0194359,0.154349
9.14,-0.343,-0.333283,0.0127703,0.154538
9.16,-0.388,-0.351522,0.00573985,0.154582
9.18,-0.422,-0.375015,-0.00176044,0.154472
9.2,-0.44,-0.396676,-0.00969397,0.154199
9.22,-0.469,-0.420784,-0.0181097,0.153753
9.24,-0.429,-0.423523,-0.0265801,0.153136
9.26,-0.353,-0.400015,-0.0345804,0.152365
9.28,-0.223,-0.34101,-0.0414006,0.151469
9.3,-0.168,-0.28334,-0.0470674,0.150471
9.32,-0.127,-0.231227,-0.051692,0.14939
9.34,-0.0946,-0.185684,-0.0554056,0.148245
9.36,-0.0767,-0.149356,-0.0583928,0.147047
9.38,-0.101,-0.133238,-0.0610575,0.1458
9.4,-0.111,-0.125825,-0.063574,0.144503
9.42,-0.0856,-0.112417,-0.0658224,0.143164
9.44,0.0397,-0.0617112,-0.0670566,0.141811
9.46,0.08,-0.0144741,-0.0673461,0.140461
9.48,0.0929,0.0213174,-0.0669197,0.139127
9.5,0.0757,0.039445,-0.0661308,0.137812
9.52,0.0386,0.0391634,-0.0653476,0.136513
9.54,0.0239,0.0340756,-0.064666,0.135226
9.56,0.0193,0.0291504,-0.064083,0.133951
9.58,-0.0328,0.00850024,-0.063913,0.132674
9.6,-0.118,-0.0336666,-0.0645864,0.131375
9.62,-0.212,-0.093111,-0.0664486,0.130028
9.64,-0.357,-0.181074,-0.0700701,0.12859
9.66,-0.481,-0.281049,-0.0756911,0.12702
9.68,-0.556,-0.3727,-0.083145,0.125283
9.7,-0.583,-0.4428,-0.092001,0.123354
9.72,-0.543,-0.4762,-0.101525,0.121228
9.74,-0.408,-0.453466,-0.110594,0.118926
9.76,-0.14,-0.348978,-0.117574,0.116505
9.78,0.168,-0.176652,-0.121107,0.114047
9.8,0.491,0.0458989,-0.120189,0.111653
9.82,0.671,0.254266,-0.115104,0.109401
9.84,0.767,0.425177,-0.1066,0.107354
9.86,0.755,0.535118,-0.0958977,0.105543
9.88,0.677,0.582412,-0.0842495,0.103975
9.9,0.473,0.545941,-0.0733307,0.102618
9.92,0.351,0.480961,-0.0637115,0.101439
9.94,0.328,0.429974,-0.055112,0.100423
9.96,0.329,0.396316,-0.0471857,0.0995588
9.98,0.347,0.379877,-0.0395881,0.098843
10,0.34,0.366585,-0.0322564,0.0982712
10.02,0.337,0.356723,-0.025122,0.0978401
10.04,0.35,0.354482,-0.0180323,0.0975503
10.06,0.391,0.366655,-0.0106992,0.0974097
10.08,0.463,0.39877,-0.00272382,0.097435
10.1,0.484,0.42718,0.00581978,0.0976368
10.12,0.467,0.440453,0.0146288,0.0980174
10.14,0.407,0.429302,0.0232149,0.0985676
10.16,0.317,0.391868,0.0310523,0.099267
10.18,0.243,0.342245,0.0378972,0.100093
10.2,0.193,0.292497,0.0437471,0.101027
10.22,0.143,0.242665,0.0486004,0.102047
10.24,0.0812,0.188843,0.0523773,0.103133
10.26,0.054,0.143895,0.0552552,0.104267
10.28,0.0568,0.114864,0.0575524,0.105441
10.3,0.105,0.111576,0.0597839,0.106659
10.32,0.178,0.133717,0.0624583,0.107935
10.34,0.215,0.160811,0.0656745,0.10928
10.36,0.273,0.198208,0.0696387,0.110713
10.38,0.271,0.222472,0.0740881,0.112239
10.4,0.171,0.205315,0.0781944,0.113844
10.42,-0.0658,0.114943,0.0804933,0.115477
10.44,-0.29,-0.0200381,0.0800925,0.117074
10.46,-0.34,-0.126692,0.0775587,0.1186
10.48,-0.32,-0.191128,0.0737361,0.120037
10.5,-0.272,-0.218085,0.0693744,0.121381
10.52,-0.242,-0.226057,0.0648533,0.122633
10.54,-0.246,-0.232705,0.0601992,0.12379
10.56,-0.378,-0.281136,0.0545764,0.124825
10.58,-0.486,-0.349424,0.0475879,0.125707
10.6,-0.575,-0.424616,0.0390956,0.126404
10.62,-0.625,-0.491411,0.0292674,0.126891
10.64,-0.675,-0.552607,0.0182153,0.127145
10.66,-0.709,-0.604738,0.00612049,0.127146
10.68,-0.724,-0.644492,-0.00676935,0.126882
10.7,-0.739,-0.675995,-0.0202892,0.126341
10.72,-0.748,-0.699996,-0.0342892,0.125515
10.74,-0.725,-0.708331,-0.0484558,0.124405
10.76,-0.658,-0.691554,-0.0622869,0.123021
10.78,-0.57,-0.651036,-0.0753076,0.121384
10.8,-0.429,-0.577024,-0.0868481,0.119532
10.82,-0.337,-0.497016,-0.0967884,0.117497
10.84,-0.284,-0.426011,-0.105309,0.115305
